Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,Unweighted Normalized Clinical Process of Care Domain Score,Weighted Clinical Process of Care Domain Score,Unweighted Patient Experience of Care Domain Score,Weighted Patient Experience of Care Domain Score,Unweighted Normalized Outcome Domain Score,Weighted Outcome Domain Score,Unweighted Normalized Efficiency Domain Score,Weighted Efficiency Domain Score,Total Performance Score,Location
330279,MERCY HOSPITAL,565 ABBOTT ROAD,Buffalo,NY,14220,ERIE,64.54545455,12.90909091,17,5.1,40,12,10,2,32.00909091,"565 ABBOTT ROAD
Buffalo, NY 14220
(42.848556, -78.812795)"
330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,Brooklyn,NY,11219,KINGS,35.45454545,7.090909091,12,3.6,82,24.6,0,0,35.29090909,"4802 TENTH AVENUE
Brooklyn, NY 11219
(40.63908, -73.998667)"
330265,CLIFTON SPRINGS HOSPITAL AND CLINIC,2 COULTER ROAD,Clifton Springs,NY,14432,ONTARIO,73.33333333,14.66666667,43,12.9,45,13.5,70,14,55.06666667,"2 COULTER ROAD
Clifton Springs, NY 14432
(42.960462, -77.13974)"
330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,Yonkers,NY,10701,WESTCHESTER,50,10,10,3,22.5,6.75,0,0,19.75,"127 SOUTH BROADWAY
Yonkers, NY 10701
(40.92965, -73.897041)"
310010,UNIV MEDICAL CENTER OF PRINCETON AT PLAINSBORO,ONE-FIVE PLAINSBORO ROAD,Plainsboro,NJ,8536,MIDDLESEX,51,10.2,31,9.3,34,10.2,10,2,31.7,"ONE-FIVE PLAINSBORO ROAD
Plainsboro, NJ 08536
"
310074,JERSEY CITY MEDICAL CENTER,355 GRAND STREET,Jersey City,NJ,7302,HUDSON,90.90909091,18.18181818,24,7.2,60,18,0,0,43.38181818,"355 GRAND STREET
Jersey City, NJ 07302
(40.716684, -74.050096)"
310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,350 ENGLE ST,Englewood,NJ,7631,BERGEN,41.81818182,8.363636364,19,5.7,66,19.8,0,0,33.86363636,"350 ENGLE ST
Englewood, NJ 07631
(40.902855, -73.967993)"
310025,CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,29 EAST 29TH ST,Bayonne,NJ,7002,HUDSON,77.77777778,15.55555556,23,6.9,42,12.6,0,0,35.05555556,"29 EAST 29TH ST
Bayonne, NJ 07002
(40.667531, -74.112371)"
310014,COOPER UNIVERSITY HOSPITAL,1 COOPER PLAZA,Camden,NJ,8103,CAMDEN,73.63636364,14.72727273,37,11.1,18,5.4,0,0,31.22727273,"1 COOPER PLAZA
Camden, NJ 08103
(39.940789, -75.115758)"
310012,VALLEY HOSPITAL,223 N VAN DIEN AVENUE,Ridgewood,NJ,7450,BERGEN,71.81818182,14.36363636,62,18.6,42,12.6,0,0,45.56363636,"223 N VAN DIEN AVENUE
Ridgewood, NJ 07450
(40.983204, -74.101761)"
310047,SHORE MEDICAL CENTER,100 MEDICAL CENTER WAY,Somers Point,NJ,8244,ATLANTIC,53.33333333,10.66666667,37,11.1,46,13.8,10,2,37.56666667,"100 MEDICAL CENTER WAY
Somers Point, NJ 08244
"
320059,NORTHERN NAVAJO MEDICAL CENTER,US HWY 491 NORTH,Shiprock,NM,87420,SAN JUAN,26,5.2,15,4.5,45,13.5,100,20,43.2,"US HWY 491 NORTH
Shiprock, NM 87420
"
320003,ALTA VISTA REGIONAL HOSPITAL,104 LEGION DRIVE,Las Vegas,NM,87701,SAN MIGUEL,72.5,14.5,15,4.5,33.33333333,10,80,16,45,"104 LEGION DRIVE
Las Vegas, NM 87701
(35.619764, -105.214841)"
320001,UNM HOSPITAL,2211 LOMAS BOULEVARD NE,Albuquerque,NM,87106,BERNALILLO,39.09090909,7.818181818,19,5.7,37.5,11.25,10,2,26.76818182,"2211 LOMAS BOULEVARD NE
Albuquerque, NM 87106
(35.087491, -106.616839)"
320005,SAN JUAN REGIONAL MEDICAL CENTER,801 WEST MAPLE STREET,Farmington,NM,87401,SAN JUAN,56,11.2,33,9.9,34,10.2,40,8,39.3,"801 WEST MAPLE STREET
Farmington, NM 87401
(36.724842, -108.217946)"
320016,GILA REGIONAL MEDICAL CENTER,1313 E 32ND ST,Silver City,NM,88061,GRANT,35.55555556,7.111111111,39,11.7,3.333333333,1,50,10,29.81111111,"1313 E 32ND ST
Silver City, NM 88061
(32.795578, -108.262432)"
330245,ST ELIZABETH MEDICAL CENTER,2209 GENESEE STREET,Utica,NY,13501,ONEIDA,35.45454545,7.090909091,37,11.1,44,13.2,10,2,33.39090909,"2209 GENESEE STREET
Utica, NY 13501
(43.083646, -75.267158)"
300018,WENTWORTH-DOUGLASS HOSPITAL,789 CENTRAL AVE,Dover,NH,3820,STRAFFORD,24,4.8,70,21,66,19.8,0,0,45.6,"789 CENTRAL AVE
Dover, NH 03820
(43.212442, -70.875139)"
310092,CAPITAL HEALTH SYSTEM-FULD CAMPUS,750 BRUNSWICK AVE,Trenton,NJ,8638,MERCER,57.77777778,11.55555556,27,8.1,5,1.5,0,0,21.15555556,"750 BRUNSWICK AVE
Trenton, NJ 08638
(40.236123, -74.752705)"
310113,SOUTHERN OCEAN MEDICAL CENTER,1140 RT 72 W,Manahawkin,NJ,8052,OCEAN,23.33333333,4.666666667,25,7.5,6,1.8,0,0,13.96666667,"1140 RT 72 W
Manahawkin, NJ 08052
(39.7215, -74.287137)"
310111,CENTRASTATE MEDICAL CENTER,901 WEST MAIN STREET,Freehold,NJ,7728,MONMOUTH,48.88888889,9.777777778,57,17.1,62,18.6,0,0,45.47777778,"901 WEST MAIN STREET
Freehold, NJ 07728
(40.23566, -74.312025)"
310096,"SAINT MICHAEL'S MEDICAL CENTER, INC",111 CENTRAL AVENUE,Newark,NJ,7102,ESSEX,28.18181818,5.636363636,14,4.2,52,15.6,0,0,25.43636364,"111 CENTRAL AVENUE
Newark, NJ 07102
(40.743034, -74.174503)"
310027,TRINITAS REGIONAL MEDICAL CENTER,225 WILLIAMSON STREET,Elizabeth,NJ,7207,UNION,56,11.2,17,5.1,12,3.6,0,0,19.9,"225 WILLIAMSON STREET
Elizabeth, NJ 07207
(40.659859, -74.214418)"
440018,SYCAMORE SHOALS HOSPITAL,1501 WEST ELK AVENUE,Elizabethton,TN,37643,CARTER,70,14,82,24.6,26.66666667,8,0,0,46.6,"1501 WEST ELK AVENUE
Elizabethton, TN 37643
(36.342759, -82.251718)"
440072,DYERSBURG REGIONAL MEDICAL CENTER,400 TICKLE ST,Dyersburg,TN,38024,DYER,61.11111111,12.22222222,52,15.6,40,12,0,0,39.82222222,"400 TICKLE ST
Dyersburg, TN 38024
(36.047358, -89.38059)"
440189,REGIONAL HOSPITAL OF JACKSON,367 HOSPITAL BLVD,Jackson,TN,38305,MADISON,86.66666667,17.33333333,49,14.7,56,16.8,0,0,48.83333333,"367 HOSPITAL BLVD
Jackson, TN 38305
(35.683683, -88.853085)"
440175,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,HWY 43 S BOX 847,Lawrenceburg,TN,38464,LAWRENCE,56.66666667,11.33333333,22,6.6,90,27,0,0,44.93333333,"HWY 43 S BOX 847
Lawrenceburg, TN 38464
"
440065,NORTHCREST MEDICAL CENTER,100 NORTHCREST DRIVE,Springfield,TN,37172,ROBERTSON,93,18.6,29,8.7,66.66666667,20,0,0,47.3,"100 NORTHCREST DRIVE
Springfield, TN 37172
(36.479581, -86.889033)"
440125,FORT SANDERS REGIONAL MEDICAL CENTER,1901 W CLINCH AVE,Knoxville,TN,37916,KNOX,87.27272727,17.45454545,63,18.9,12,3.6,10,2,41.95454545,"1901 W CLINCH AVE
Knoxville, TN 37916
(35.95689, -83.936923)"
450214,GULF COAST MEDICAL CENTER,10141 US 59 NORTH,Wharton,TX,77488,WHARTON,36,18,,,,,10,5,23,"10141 US 59 NORTH
Wharton, TX 77488
(29.328013, -96.120493)"
430091,BLACK HILLS SURGICAL HOSPITAL LLP,216 ANAMARIA DR,Rapid City,SD,57701,PENNINGTON,86.66666667,24.76190476,100,42.85714286,,,60,17.14285714,84.76190476,"216 ANAMARIA DR
Rapid City, SD 57701
(44.046043, -103.222899)"
440180,JELLICO COMMUNITY HOSPITAL,188 HOSPITAL LANE,Jellico,TN,37762,CAMPBELL,70,14,69,20.7,40,12,80,16,62.7,"188 HOSPITAL LANE
Jellico, TN 37762
(36.573614, -84.127239)"
450018,UNIVERSITY OF TEXAS MEDICAL BRANCH,301 UNIVERSITY BOULEVARD,Galveston,TX,77555,GALVESTON,41.81818182,8.363636364,37,11.1,54,16.2,0,0,35.66363636,"301 UNIVERSITY BOULEVARD
Galveston, TX 77555
(29.31122, -94.774556)"
450054,SCOTT & WHITE MEMORIAL HOSPITAL,2401 31ST ST,Temple,TX,76508,BELL,68.18181818,13.63636364,31,9.3,64,19.2,30,6,48.13636364,"2401 31ST ST
Temple, TX 76508
(31.078693, -97.365938)"
450101,HILLCREST BAPTIST MEDICAL CENTER,100 HILLCREST MEDICAL BLVD,Waco,TX,76712,MCLENNAN,45.45454545,9.090909091,22,6.6,48,14.4,0,0,30.09090909,"100 HILLCREST MEDICAL BLVD
Waco, TX 76712
(31.489272, -97.156788)"
450424,HOUSTON METHODIST SAN JACINTO HOSPITAL,4401 GARTH ROAD,Baytown,TX,77521,HARRIS,60.90909091,12.18181818,52,15.6,36,10.8,0,0,38.58181818,"4401 GARTH ROAD
Baytown, TX 77521
(29.768499, -94.977543)"
450558,ABILENE REGIONAL MEDICAL CENTER,6250 HWY 83/84,Abilene,TX,79606,TAYLOR,68.18181818,13.63636364,31,9.3,8,2.4,0,0,25.33636364,"6250 HWY 83/84
Abilene, TX 79606
"
450651,MEDICAL CENTER OF PLANO,3901 W 15TH ST,Plano,TX,75075,COLLIN,69.09090909,13.81818182,32,9.6,38,11.4,10,2,36.81818182,"3901 W 15TH ST
Plano, TX 75075
(33.019359, -96.765907)"
450833,ENNIS REGIONAL MEDICAL CENTER,2201 WEST LAMPASAS STREET,Ennis,TX,75119,ELLIS,21.25,4.25,28,8.4,55,16.5,0,0,29.15,"2201 WEST LAMPASAS STREET
Ennis, TX 75119
(32.30843, -96.64225)"
450231,BAPTIST ST ANTHONY'S HOSPITAL,1600 WALLACE BLVD,Amarillo,TX,79106,POTTER,23.63636364,4.727272727,42,12.6,26,7.8,0,0,25.12727273,"1600 WALLACE BLVD
Amarillo, TX 79106
(35.196243, -101.917897)"
450431,ST DAVID'S MEDICAL CENTER,919 E 32ND ST,Austin,TX,78705,TRAVIS,68.18181818,13.63636364,57,17.1,48,14.4,0,0,45.13636364,"919 E 32ND ST
Austin, TX 78705
(30.290095, -97.725128)"
450771,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,6200 W PARKER RD,Plano,TX,75093,COLLIN,53.63636364,10.72727273,67,20.1,38,11.4,0,0,42.22727273,"6200 W PARKER RD
Plano, TX 75093
(33.045127, -96.838515)"
450209,NORTHWEST TEXAS HOSPITAL,1501 COULTER ROAD,Amarillo,TX,79106,POTTER,41.81818182,8.363636364,36,10.8,52,15.6,0,0,34.76363636,"1501 COULTER ROAD
Amarillo, TX 79106
(35.198606, -101.921855)"
450099,PAMPA REGIONAL MEDICAL CENTER,1 MEDICAL PLAZA,Pampa,TX,79065,GRAY,56.66666667,11.33333333,18,5.4,56.66666667,17,10,2,35.73333333,"1 MEDICAL PLAZA
Pampa, TX 79065
"
450155,HEREFORD REGIONAL MEDICAL CENTER,801 EAST THIRD,Hereford,TX,79045,DEAF SMITH,28.57142857,8.163265306,37,15.85714286,,,60,17.14285714,41.16326531,"801 EAST THIRD
Hereford, TX 79045
(34.820348, -102.391915)"
450597,CUERO COMMUNITY HOSPITAL,2550 N ESPLANADE,Cuero,TX,77954,DE WITT,,,72,27,26.66666667,10,0,0,37,"2550 N ESPLANADE
Cuero, TX 77954
(29.116589, -97.280492)"
450654,STARR COUNTY MEMORIAL HOSPITAL,128  N FM RD 3167,Rio Grande City,TX,78582,STARR,,,74,27.75,50,18.75,50,12.5,59,"128 N FM RD 3167
Rio Grande City, TX 78582
"
450828,CHRISTUS SPOHN HOSPITAL ALICE,2500 E MAIN STREET,Alice,TX,78332,JIM WELLS,66,13.2,64,19.2,23.33333333,7,10,2,41.4,"2500 E MAIN STREET
Alice, TX 78332
(27.764603, -98.044991)"
450848,MEMORIAL HERMANN SUGAR LAND HOSPITAL,17500 W GRAND PARKWAY SOUTH,Sugar Land,TX,77479,FORT BEND,63.33333333,12.66666667,31,9.3,52.5,15.75,20,4,41.71666667,"17500 W GRAND PARKWAY SOUTH
Sugar Land, TX 77479
(29.56408, -95.68791)"
450051,METHODIST DALLAS MEDICAL CENTER,1441 NORTH BECKLEY AVENUE,Dallas,TX,75203,DALLAS,76.36363636,15.27272727,34,10.2,40,12,0,0,37.47272727,"1441 NORTH BECKLEY AVENUE
Dallas, TX 75203
(32.761639, -96.823006)"
450222,CONROE REGIONAL MEDICAL CENTER,504 MEDICAL CENTER BLVD,Conroe,TX,77304,MONTGOMERY,86.36363636,17.27272727,21,6.3,58,17.4,0,0,40.97272727,"504 MEDICAL CENTER BLVD
Conroe, TX 77304
(30.283054, -95.46936)"
450643,DOCTORS HOSPITAL OF LAREDO,10700 MCPHERSON ROAD,Laredo,TX,78045,WEBB,63.33333333,12.66666667,40,12,65,19.5,0,0,44.16666667,"10700 MCPHERSON ROAD
Laredo, TX 78045
(27.605218, -99.476491)"
450716,CYPRESS FAIRBANKS MEDICAL CENTER,10655 STEEPLETOP DRIVE,Houston,TX,77065,HARRIS,69.09090909,13.81818182,27,8.1,25,7.5,10,2,31.41818182,"10655 STEEPLETOP DRIVE
Houston, TX 77065
(29.927725, -95.588584)"
450092,FORT DUNCAN MEDICAL CENTER,3333 N FOSTER MALDONADO BLVD,Eagle Pass,TX,78852,MAVERICK,57.77777778,11.55555556,36,10.8,47.5,14.25,0,0,36.60555556,"3333 N FOSTER MALDONADO BLVD
Eagle Pass, TX 78852
(28.711418, -100.454105)"
450133,MIDLAND MEMORIAL HOSPITAL,400 ROSALIND REDFERN GROVER PARKWAY,Midland,TX,79701,MIDLAND,48.18181818,9.636363636,13,3.9,50,15,0,0,28.53636364,"400 ROSALIND REDFERN GROVER PARKWAY
Midland, TX 79701
(31.997585, -102.100006)"
490041,MARY IMMACULATE HOSPITAL,2 BERNARDINE DRIVE,Newport News,VA,23602,NEWPORT NEWS CITY,77,15.4,27,8.1,50,15,30,6,44.5,"2 BERNARDINE DRIVE
Newport News, VA 23602
(37.145055, -76.511657)"
450730,BAYLOR MEDICAL CENTER AT CARROLLTON,4343 NORTH JOSEY LANE,Carrollton,TX,75010,DENTON,79,15.8,19,5.7,22.5,6.75,0,0,28.25,"4343 NORTH JOSEY LANE
Carrollton, TX 75010
(33.027442, -96.884763)"
450024,UNIVERSITY MEDICAL CENTER OF EL PASO,4815 ALAMEDA AVE,El Paso,TX,79905,EL PASO,57.27272727,11.45454545,42,12.6,16.66666667,5,0,0,29.05454545,"4815 ALAMEDA AVE
El Paso, TX 79905
(31.770742, -106.434452)"
450046,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,600 ELIZABETH STREET,Corpus Christi,TX,78405,NUECES,28.18181818,5.636363636,26,7.8,60,18,10,2,33.43636364,"600 ELIZABETH STREET
Corpus Christi, TX 78405
(27.777489, -97.395121)"
450108,CONNALLY MEMORIAL MEDICAL CENTER,499 10TH STREET,Floresville,TX,78114,WILSON,62.5,12.5,35,10.5,35,10.5,10,2,35.5,"499 10TH STREET
Floresville, TX 78114
(29.158608, -98.172361)"
450656,NACOGDOCHES MEDICAL CENTER,4920 NE STALLINGS DRIVE,Nacogdoches,TX,75961,NACOGDOCHES,66.66666667,13.33333333,56,16.8,50,15,0,0,45.13333333,"4920 NE STALLINGS DRIVE
Nacogdoches, TX 75961
(31.652058, -94.654265)"
450661,ODESSA REGIONAL HOSPITAL,520 E 6TH STREET,Odessa,TX,79761,ECTOR,26,5.2,33,9.9,40,12,0,0,27.1,"520 E 6TH STREET
Odessa, TX 79761
(31.851458, -102.366027)"
450688,DALLAS REGIONAL MEDICAL CENTER,1011 NORTH GALLOWAY AVENUE,Mesquite,TX,75150,DALLAS,72.72727273,14.54545455,14,4.2,73.33333333,22,0,0,40.74545455,"1011 NORTH GALLOWAY AVENUE
Mesquite, TX 75150
(32.777322, -96.599646)"
490002,RUSSELL COUNTY MEDICAL CENTER,58 CARROLL STREET,Lebanon,VA,24266,RUSSELL,,,23,8.625,40,15,60,15,38.625,"58 CARROLL STREET
Lebanon, VA 24266
"
490094,BON SECOURS RICHMOND COMMUNITY HOSPITAL,1500 N. 28TH STREET,Richmond,VA,23223,RICHMOND CITY,,,60,36,,,40,16,52,"1500 N. 28TH STREET
Richmond, VA 23223
(37.540265, -77.40627)"
490044,SENTARA OBICI HOSPITAL,2800 GODWIN BOULEVARD,Suffolk,VA,23434,SUFFOLK CITY,52.22222222,10.44444444,68,20.4,32,9.6,20,4,44.44444444,"2800 GODWIN BOULEVARD
Suffolk, VA 23434
(36.773058, -76.583413)"
490009,UNIVERSITY OF VIRGINIA MEDICAL CENTER,JEFFERSON PARK AVE,Charlottesville,VA,22908,CHARLOTTESVILLE CITY,55.45454545,11.09090909,25,7.5,38,11.4,0,0,29.99090909,"JEFFERSON PARK AVE
Charlottesville, VA 22908
"
490017,BON SECOURS MARYVIEW MEDICAL CENTER,3636 HIGH STREET,Portsmouth,VA,23707,PORTSMOUTH CITY,50.90909091,10.18181818,23,6.9,70,21,30,6,44.08181818,"3636 HIGH STREET
Portsmouth, VA 23707
(36.836213, -76.348368)"
490123,RAPPAHANNOCK GENERAL HOSPITAL,101 HARRIS ROAD,Kilmarnock,VA,22482,LANCASTER,41.25,8.25,64,19.2,0,0,40,8,35.45,"101 HARRIS ROAD
Kilmarnock, VA 22482
(37.700643, -76.389817)"
490069,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,8260 ATLEE ROAD,Mechanicsville,VA,23116,HANOVER,70,14,36,10.8,34,10.2,20,4,39,"8260 ATLEE ROAD
Mechanicsville, VA 23116
(37.630307, -77.387882)"
510082,SUMMERSVILLE REGIONAL MEDICAL CENTER,400 FAIRVIEW HEIGHTS ROAD,Summersville,WV,26651,NICHOLAS,50,10,26,7.8,30,9,60,12,38.8,"400 FAIRVIEW HEIGHTS ROAD
Summersville, WV 26651
(38.291749, -80.829665)"
460030,ASHLEY REGIONAL MEDICAL CENTER,150 WEST 100 NORTH,Vernal,UT,84078,UINTAH,26.25,7.5,21,9,,,40,11.42857143,27.92857143,"150 WEST 100 NORTH
Vernal, UT 84078
(40.454275, -109.531298)"
460007,VALLEY VIEW MEDICAL CENTER,1303 NORTH MAIN STREET,Cedar City,UT,84721,IRON,47.77777778,9.555555556,72,21.6,50,15,60,12,58.15555556,"1303 NORTH MAIN STREET
Cedar City, UT 84721
(37.702469, -113.063698)"
460006,LDS HOSPITAL,8TH AVENUE AND C STREET,Salt Lake City,UT,84143,SALT LAKE,61.11111111,12.22222222,63,18.9,46.66666667,14,10,2,47.12222222,"8TH AVENUE AND C STREET
Salt Lake City, UT 84143
"
460047,ST MARKS HOSPITAL,1200 EAST 3900 SOUTH,Salt Lake City,UT,84124,SALT LAKE,51.81818182,10.36363636,19,5.7,38,11.4,0,0,27.46363636,"1200 EAST 3900 SOUTH
Salt Lake City, UT 84124
(40.687061, -111.85757)"
460015,LOGAN REGIONAL HOSPITAL,500 EAST 1400 NORTH,Logan,UT,84341,CACHE,92.22222222,26.34920635,64,27.42857143,,,80,22.85714286,76.63492063,"500 EAST 1400 NORTH
Logan, UT 84341
"
500088,VALLEY MEDICAL CENTER,400 S 43RD ST,Renton,WA,98055,KING,49,9.8,28,8.4,22,6.6,40,8,32.8,"400 S 43RD ST
Renton, WA 98055
(47.44109, -122.214085)"
510002,GREENBRIER VALLEY MEDICAL CENTER,202 MAPLEWOOD AVENUE  PO BOX 497,Ronceverte,WV,24970,GREENBRIER,78.88888889,15.77777778,48,14.4,66.66666667,20,50,10,60.17777778,"202 MAPLEWOOD AVENUE PO BOX 497
Ronceverte, WV 24970
(37.771814, -80.469288)"
510046,PRINCETON COMMUNITY HOSPITAL,122 12TH STREET,Princeton,WV,24740,MERCER,65.55555556,13.11111111,38,11.4,60,18,0,0,42.51111111,"122 12TH STREET
Princeton, WV 24740
(37.362279, -81.116422)"
510031,ST FRANCIS HOSPITAL,333 LAIDLEY ST,Charleston,WV,25301,KANAWHA,33.33333333,6.666666667,36,10.8,76.66666667,23,50,10,50.46666667,"333 LAIDLEY ST
Charleston, WV 25301
(38.353391, -81.632523)"
500054,PROVIDENCE SACRED HEART MEDICAL CENTER,101 WEST 8TH AVENUE,Spokane,WA,99220,SPOKANE,60.90909091,12.18181818,26,7.8,54,16.2,20,4,40.18181818,"101 WEST 8TH AVENUE
Spokane, WA 99220
(47.648397, -117.41333)"
500037,TOPPENISH COMMUNITY HOSPITAL,502 W FOURTH AVE,Toppenish,WA,98948,YAKIMA,80,22.85714286,40,17.14285714,,,100,28.57142857,68.57142857,"502 W FOURTH AVE
Toppenish, WA 98948
(46.371355, -120.316651)"
500001,NORTHWEST HOSPITAL,1550 NORTH 115TH STREET,Seattle,WA,98133,KING,71.81818182,14.36363636,36,10.8,36,10.8,40,8,43.96363636,"1550 NORTH 115TH STREET
Seattle, WA 98133
(47.712261, -122.335522)"
500016,CENTRAL WASHINGTON HOSPITAL,1201 SOUTH MILLER STREET,Wenatchee,WA,98807,CHELAN,50,10,54,16.2,40,12,70,14,52.2,"1201 SOUTH MILLER STREET
Wenatchee, WA 98807
(47.407963, -120.324593)"
190006,UNIVERSITY HOSPITAL & CLINICS,2390 WEST CONGRESS,Lafayette,LA,70506,LAFAYETTE,12.22222222,3.492063492,46,19.71428571,,,70,20,43.20634921,"2390 WEST CONGRESS
Lafayette, LA 70506
(30.215792, -92.045675)"
190004,THIBODAUX REGIONAL MEDICAL CENTER,602 N ACADIA ROAD,Thibodaux,LA,70302,LAFOURCHE,60.90909091,12.18181818,79,23.7,48,14.4,20,4,54.28181818,"602 N ACADIA ROAD
Thibodaux, LA 70302
(29.780172, -90.806405)"
190044,ACADIA GENERAL HOSPITAL,1305 CROWLEY RAYNE HIGHWAY,Crowley,LA,70526,ACADIA,13.33333333,2.666666667,21,6.3,10,3,10,2,13.96666667,"1305 CROWLEY RAYNE HIGHWAY
Crowley, LA 70526
(30.226654, -92.362542)"
190045,ST TAMMANY PARISH HOSPITAL,1202 S TYLER STREET,Covington,LA,70433,ST. TAMMANY,46.36363636,9.272727273,67,20.1,32,9.6,0,0,38.97272727,"1202 S TYLER STREET
Covington, LA 70433
(30.469181, -90.113763)"
190027,CHRISTUS ST PATRICK HOSPITAL,524 DR MICHAEL DEBAKEY STREET,Lake Charles,LA,70601,CALCASIEU,75.45454545,15.09090909,26,7.8,46,13.8,0,0,36.69090909,"524 DR MICHAEL DEBAKEY STREET
Lake Charles, LA 70601
"
190079,ST CHARLES PARISH HOSPITAL,1057 PAUL MAILLARD ROAD,Luling,LA,70070,ST. CHARLES,70,20,36,15.42857143,,,50,14.28571429,49.71428571,"1057 PAUL MAILLARD ROAD
Luling, LA 70070
(29.924424, -90.371818)"
190054,IBERIA GENERAL HOSPITAL AND MEDICAL CENTER,2315 E MAIN STREET,New Iberia,LA,70560,IBERIA,44,8.8,50,15,65,19.5,0,0,43.3,"2315 E MAIN STREET
New Iberia, LA 70560
(29.988965, -91.78559)"
190041,CHRISTUS HEALTH SHREVEPORT - BOSSIER,1453 E BERT KOUNS INDUSTRIAL DRIVE,Shreveport,LA,71105,CADDO,13.63636364,2.727272727,50,15,72,21.6,0,0,39.32727273,"1453 E BERT KOUNS INDUSTRIAL DRIVE
Shreveport, LA 71105
(32.426313, -93.718672)"
190164,BYRD REGIONAL HOSPITAL,1020 FERTITTA BLVD,Leesville,LA,71446,VERNON,62.22222222,12.44444444,36,10.8,20,6,10,2,31.24444444,"1020 FERTITTA BLVD
Leesville, LA 71446
(31.13728, -93.26915)"
180002,WHITESBURG ARH HOSPITAL,240 HOSPITAL ROAD,Whitesburg,KY,41858,LETCHER,21.11111111,4.222222222,48,14.4,13.33333333,4,60,12,34.62222222,"240 HOSPITAL ROAD
Whitesburg, KY 41858
(37.112944, -82.811861)"
180079,HARRISON MEMORIAL HOSPITAL,1210 KY HWY 36 E,Cynthiana,KY,41031,HARRISON,80,16,69,20.7,45,13.5,20,4,54.2,"1210 KY HWY 36 E
Cynthiana, KY 41031
(38.375307, -84.313813)"
180066,LOGAN MEMORIAL HOSPITAL,1625 NASHVILLE STREET,Russellville,KY,42276,LOGAN,76,15.2,64,19.2,75,22.5,20,4,60.9,"1625 NASHVILLE STREET
Russellville, KY 42276
(36.815916, -86.882796)"
180016,JEWISH HOSPITAL - SHELBYVILLE,727 HOSPITAL DRIVE,Shelbyville,KY,40065,SHELBY,38.88888889,7.777777778,51,15.3,15,4.5,30,6,33.57777778,"727 HOSPITAL DRIVE
Shelbyville, KY 40065
(38.209848, -85.235459)"
180048,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,217 SOUTH THIRD STREET,Danville,KY,40422,BOYLE,40,8,35,10.5,42,12.6,30,6,37.1,"217 SOUTH THIRD STREET
Danville, KY 40422
(37.643795, -84.77264)"
180130,BAPTIST HEALTH LOUISVILLE,4000 KRESGE WAY,Louisville,KY,40207,JEFFERSON,65.45454545,13.09090909,61,18.3,56,16.8,10,2,50.19090909,"4000 KRESGE WAY
Louisville, KY 40207
(38.239207, -85.639254)"
180105,MONROE COUNTY MEDICAL CENTER,529 CAPP HARLAN ROAD,Tompkinsville,KY,42167,MONROE,,,60,22.5,30,11.25,80,20,53.75,"529 CAPP HARLAN ROAD
Tompkinsville, KY 42167
(36.698632, -85.677229)"
180020,MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,3600 WEST CUMBERLAND AVENUE,Middlesboro,KY,40965,BELL,57.5,11.5,61,18.3,20,6,20,4,39.8,"3600 WEST CUMBERLAND AVENUE
Middlesboro, KY 40965
"
180029,HAZARD ARH REGIONAL MEDICAL CENTER,100 MEDICAL CENTER DRIVE,Hazard,KY,41701,PERRY,40.90909091,8.181818182,28,8.4,40,12,0,0,28.58181818,"100 MEDICAL CENTER DRIVE
Hazard, KY 41701
(37.278959, -83.226388)"
170023,ST CATHERINE HOSPITAL,401 EAST SPRUCE,Garden City,KS,67846,FINNEY,44,8.8,40,12,33.33333333,10,10,2,32.8,"401 EAST SPRUCE
Garden City, KS 67846
(37.968892, -100.868727)"
170017,SUSAN B ALLEN MEMORIAL HOSPITAL,720 W CENTRAL ST,El Dorado,KS,67042,BUTLER,44.44444444,8.888888889,56,16.8,10,3,40,8,36.68888889,"720 W CENTRAL ST
El Dorado, KS 67042
(37.817438, -96.858789)"
170012,SALINA REGIONAL HEALTH CENTER,400 SOUTH SANTA FE AVENUE,Salina,KS,67401,SALINE,51.81818182,10.36363636,43,12.9,46,13.8,20,4,41.06363636,"400 SOUTH SANTA FE AVENUE
Salina, KS 67401
(38.834346, -97.609162)"
150035,PORTER REGIONAL HOSPITAL,85 EAST US HWY 6,Valparaiso,IN,46383,PORTER,66.36363636,13.27272727,29,8.7,42,12.6,20,4,38.57272727,"85 EAST US HWY 6
Valparaiso, IN 46383
(41.55007, -87.051316)"
150047,ST JOSEPH HOSPITAL,700 BROADWAY,Fort Wayne,IN,46802,ALLEN,59.09090909,11.81818182,30,9,20,6,0,0,26.81818182,"700 BROADWAY
Fort Wayne, IN 46802
(41.078664, -85.148811)"
